1 13 450
1 13 450
2 17 299
2 17 299
2 19 450
2 19 450
2 20 250
2 20 225
2 20 225
2 20 275
2 20 275
2 22 400
2 22 600
3 29 200
1 13 450
1 13 450
2 19 750
2 19 750
1 7 325
1 7 325
1 11 400
1 11 400
1 13 500
1 13 500
1 11 392
1 11 392
1 13 650
1 13 650
1 15 500
1 15 500
1 7 275
1 7 275
1 9 325
1 9 325
1 12 550
1 12 550
1 8 450
1 8 450
1 9 250
1 11 375
1 11 375
1 8 400
1 8 400
1 9 625
1 8 599
1 8 599
1 6 350
1 6 350
1 12 450
1 12 450
1 9 599
1 9 599
1 8 799
1 8 799
1 9 350
1 12 300
1 12 300
1 9 370
1 9 370
1 7 400
1 7 400
1 8 275
1 8 275
1 11 700
1 11 700
1 10 900
2 20 800
1 10 1250
2 19 1340
1 9 800
1 9 800
1 12 800
3 22 1200
3 22 1200
1 7 975
1 7 975
1 12 750
1 12 1100
1 12 1100
1 11 1195
1 11 1195
1 9 850
1 9 850
1 12 1300
1 12 1300
1 8 1200
1 9 1250
1 9 1250
2 15 45
2 15 45
2 15 39
2 15 39
3 20 20
3 20 20
3 20 10
3 20 10
3 20 25
3 20 25
2 15 30
2 15 30
2 13 20
2 13 20
2 17 40
2 17 40
3 20 27
3 20 27
2 15 25
2 15 25
2 16 99
2 16 99
2 16 249
2 16 249
2 16 149
2 16 149
2 14 65
2 14 65
3 20 80
3 20 80
2 16 149
3 20 139
3 20 139
2 16 149
2 16 149
2 17 199
2 17 299
2 17 199
2 14 56
2 14 75
2 16 95
1 8 49
1 8 49
1 11 98
1 11 98
1 12 99
1 12 99
2 27 2199
2 27 2199
3 30 750
2 27 900
2 27 900
1 14 2500
1 14 2500
1 9 1600
1 9 1600
2 19 1250
1 16 1300
1 10 2200
1 10 2200
1 16 1900
2 18 1500
1 17 1900
1 17 1900
1 15 1200
1 15 1200
1 8 1800
1 8 1800
1 9 1200
1 9 1200
2 22 2000
3 31 1500
1 8 1500
1 8 1500
1 11 1600
1 11 1600
1 15 1200
1 15 1200
1 16 1100
2 29 2500
2 29 2500
3 30 2250
3 30 2250
3 30 1725
1 17 2295
1 17 2295
1 15 1500
2 22 2000
2 25 1800
1 11 2650
1 11 2650
1 11 2600
1 9 2350
1 9 2350
2 26 2100
2 26 2100
1 15 1195
1 15 1195
3 29 1500
1 9 2400
1 9 2400
1 13 1200
1 13 1200
2 21 1600
2 21 1600
1 9 2400
2 24 1700
2 24 1700
1 10 1500
1 10 1500
1 12 1200
1 12 1200
1 13 1300
1 13 1300
3 30 1600
1 10 2500
1 10 2500
3 30 1800
3 30 1800
1 11 1800
1 11 1800
2 20 1400
2 20 1400
3 30 1750
3 30 1750
2 26 2200
2 26 2200
1 17 2500
1 16 1500
1 7 2000
1 7 2000
1 7 3000
1 7 3000
3 29 2000
1 9 2400
1 15 2200
1 15 2200
1 12 2400
3 30 2500
3 30 2500
1 13 1400
2 26 2500
2 26 2500
1 11 2400
1 11 2400
1 8 1195
1 8 1195
2 30 295
2 30 295
1 16 500
1 14 595
1 14 595
3 38 300
3 39 375
3 39 375
2 29 300
2 29 300
1 18 475
1 18 475
3 36 400
3 36 400
2 24 200
3 37 450
3 39 450
3 39 450
2 35 500
2 27 600
2 27 600
1 17 600
1 17 600
1 20 375
1 20 375
3 40 300
3 39 400
3 39 250
1 15 450
1 15 450
2 33 249
2 33 249
2 30 699
2 30 699
3 40 1100
1 16 900
1 16 900
3 40 2300
1 18 300
1 18 300
3 40 275
1 20 575
1 20 575
2 15 89
2 15 89
2 15 79
3 17 200
3 17 200
2 13 50
2 13 50
1 12 140
1 12 140
3 17 55
3 17 55
2 14 75
2 14 75
2 15 50
2 15 50
1 14 60
1 14 60
1 9 100
1 9 100
1 12 80
1 12 80
1 14 85
1 14 85
2 16 60
2 16 60
1 7 85
1 7 85
2 12 60
2 12 60
2 15 60
2 12 199
1 7 60
1 7 60
2 12 125
2 12 125
1 13 75
1 13 75
1 13 125
1 13 125
1 13 100
1 13 100
2 15 40
2 15 40
2 15 45
2 15 45
1 9 125
1 9 125
1 10 125
3 17 175
3 17 175
1 11 1500
1 11 1500
2 32 650
3 45 800
3 45 800
2 26 1400
2 26 1400
1 20 1800
1 20 1800
1 21 1450
1 21 1450
1 9 2500
1 9 2500
1 12 1750
1 12 1750
1 10 180
1 11 200
1 11 200
2 19 400
2 19 400
1 13 350
1 13 350
2 20 800
2 20 800
1 15 220
2 21 280
1 9 200
1 9 200
1 10 300
1 10 300
1 12 550
1 12 550
1 14 800
1 14 800
1 15 649
1 15 649
1 15 1500
2 17 1199
1 11 1400
1 11 1400
1 13 1800
1 13 1800
1 15 1450
1 15 1450
1 13 750
1 15 895
1 14 1199
2 20 1800
2 19 699
2 19 699
3 23 650
3 23 450
1 11 1000
2 20 1800
3 23 200
3 23 200
3 23 450
2 15 400
2 15 400
1 7 600
1 7 600
3 23 350
1 7 500
1 7 500
1 9 600
1 9 600
1 7 550
1 7 550
1 12 650
2 16 875
1 9 450
1 9 450
2 15 650
2 15 650
2 16 350
2 15 699
2 15 699
1 12 795
1 12 795
3 23 500
3 23 699
3 23 699
1 10 650
1 10 650
1 12 200
2 23 350
2 21 350
3 25 250
1 14 350
1 14 350
1 11 300
1 11 300
1 17 699
1 17 699
2 22 250
1 16 450
1 16 450
1 8 500
1 8 500
2 15 300
2 15 300
1 11 350
1 11 350
2 19 300
1 13 200
1 13 200
1 14 300
1 14 300
1 16 399
1 16 399
1 9 350
1 9 350
1 15 300
1 15 300
2 15 200
2 15 200
1 13 450
1 13 450
1 11 200
1 11 200
1 16 375
1 16 375
1 10 450
2 14 350
2 14 350
1 13 275
1 13 275
2 19 400
2 19 400
1 7 300
1 7 300
3 26 1500
3 26 1500
2 19 600
2 19 600
1 13 325
1 13 325
1 6 250
1 6 250
2 21 300
2 21 300
1 6 195
1 6 195
2 19 300
2 19 300
3 18 20
3 18 20
1 9 60
1 9 60
2 15 25
2 15 25
1 10 35
1 10 35
1 11 40
1 11 40
1 15 20
1 15 20
1 11 25
1 11 25
2 13 50
2 13 50
1 11 35
1 11 35
1 12 30
1 12 30
3 17 40
3 17 40
1 11 35
1 11 35
1 10 60
1 10 60
1 12 90
1 12 90
3 18 20
3 17 15
2 14 15
2 14 15
2 15 19
2 15 19
1 11 30
1 11 30
2 13 25
2 13 25
3 11 10
3 11 10
2 10 10
2 10 10
2 10 11
2 10 11
2 10 13
2 10 13
1 9 15
1 9 15
2 10 21
2 10 21
2 10 25
2 10 25
2 10 20
2 10 20
2 10 39
2 10 39
3 11 37
3 11 37
3 15 40
3 15 40
1 5 30
1 5 30
1 6 45
1 6 45
1 7 50
1 7 50
2 14 89
2 14 89
2 11 95
2 11 95
2 10 95
2 10 95
3 14 100
3 14 100
2 12 115
1 10 125
2 15 135
1 9 140
1 9 140
2 10 45
2 10 45
2 10 50
2 10 50
3 11 50
3 11 50
3 11 50
3 11 50
2 10 50
2 10 50
2 10 60
2 10 60
3 11 85
3 11 85
3 11 75
3 11 75
2 10 46
2 10 46
3 11 6
3 11 6
1 8 7
1 8 7
1 9 15
1 9 15
2 10 20
2 11 25
2 11 25
